364	100
10602954	10602987	0	0	1	2
10648613	10648768	1	0	0	1
10723494	10723766	2	1	2	2
10728548	10728579	0	0	0	1
10741179	10741500	1	2	0	1
10761064	10761179	1	1	2	1
10774417	10774818	2	0	1	2
10775567	10776110	1	0	0	1
10874776	10875238	1	2	1	1
10876391	10876462	2	0	2	2
10890549	10890632	2	1	0	2
10944814	10944960	2	0	2	2
10956081	10956490	1	2	0	1
11061580	11061593	0	2	0	1
11078432	11078513	1	0	0	1
11278123	11278270	2	0	0	2
11320485	11320592	1	0	0	1
11334564	11335114	2	0	4	2
11336210	11336641	2	2	0	2
11417341	11417445	2	0	0	2
11457683	11457777	1	0	0	1
11603517	11604028	1	1	0	1
11623149	11623244	1	0	0	1
11638227	11638348	1	1	1	1
11647097	11647114	0	0	1	1
11652881	11652972	2	4	0	2
11687103	11688104	1	1	0	1
11715235	11715266	0	0	0	1
11716018	11716362	2	0	0	2
11766716	11767164	2	0	1	2
11807066	11807156	2	0	0	2
11817483	11817561	1	0	0	1
11819321	11819351	0	0	0	1
11829802	11829875	1	0	0	1
11840342	11840372	0	0	0	1
11881982	11882065	1	0	0	1
11895136	11895477	1	0	0	1
11993962	11994493	2	1	0	2
12138984	12139397	1	1	0	1
12151064	12151453	2	0	2	2
12152467	12152913	2	2	0	2
12299571	12299648	2	1	0	2
12301065	12301127	2	1	0	2
12333333	12333351	0	0	0	1
12346852	12346865	0	2	0	1
12359756	12359785	0	0	0	1
12497303	12497325	0	0	1	1
12523109	12523138	0	0	0	1
12564561	12564961	1	0	0	1
12611289	12611497	2	0	2	2
12737003	12737413	2	1	1	2
12837483	12838009	2	0	0	2
12838744	12838900	1	0	0	1
12844311	12844311	0	0	0	1
12925773	12926209	1	2	0	1
12970709	12971055	2	1	0	2
13039342	13039374	0	0	0	1
13375184	13375331	2	0	0	2
13425548	13425581	0	0	1	2
13445329	13445566	2	4	1	2
13465497	13465576	2	0	1	2
13508069	13508207	1	0	0	1
13542506	13542914	1	0	0	1
13543009	13543415	1	0	1	1
13587990	13588089	1	0	1	1
13650717	13650846	2	0	0	2
13651484	13652008	1	0	0	1
13674650	13674754	1	0	0	1
13714788	13714939	2	0	2	2
13747339	13747732	2	0	2	2
13774300	13774800	1	0	1	1
13775990	13776410	1	0	0	1
13781605	13782355	1	1	0	1
13828349	13828349	0	0	0	1
13862262	13862363	2	0	0	2
13929576	13929594	0	1	0	2
13951902	13952044	2	0	0	2
13991918	13991936	0	1	0	2
13992921	13993053	1	0	0	1
14023511	14023913	1	0	1	1
14047537	14047622	2	3	0	2
14098729	14098824	2	0	0	2
14138585	14138607	0	1	0	2
14164373	14164737	1	0	0	1
14203037	14203170	1	2	0	1
14252731	14252829	1	0	0	1
14280620	14280695	1	0	2	1
14312394	14312541	1	0	0	1
14431906	14434353	6	0	0	1
14434390	14436872	0	0	0	1
14436908	14438423	0	3	0	1
14438904	14439913	0	0	2	1
14440165	14441529	0	1	0	1
14441666	14443236	0	0	1	1
14442788	14442822	0	2	0	1
14443262	14444147	6	0	0	1
14454874	14455641	6	0	0	1
14455656	14457059	0	0	0	1
14457137	14458759	0	0	0	1
14459010	14460426	0	0	2	1
14460477	14461214	0	1	1	1
14478643	14479785	0	1	1	1
14493540	14493579	0	2	0	1
14493790	14493820	0	2	0	1
